rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,team_id,team_name,team_region,team_seed
0.151110950493,0.036565205579,0.007309572822,0.001243843007,0.000226679723,3.6968545E-05,2142,Colgate,Midwest,14
0.074384262713,0.016224002089,0.004339121816,0.000830953624,0.000122472979,2.6971096E-05,2006,Akron,East,13
0.060648741175,0.009302146187,0.001492087597,0.000359483944,3.9229402E-05,6.5976E-06,43,Yale,East,14
0.04513203025,0.012800177205,0.001564270912,0.000276676266,3.1263479E-05,5.426906E-06,2612,Saint Peter's,East,15
0.054901747655,0.01397143381,0.002298431928,0.000257579101,3.7427138E-05,4.916228E-06,55,Jacksonville State,Midwest,15
0.073021923848,0.014756784969,0.002667486094,0.000224951598,3.1407983E-05,4.797685E-06,147,Montana State,West,14
0.058597621242,0.009821576913,0.001144481058,0.000124882271,1.8358333E-05,2.320725E-06,2344,Longwood,South,14
0.051679428004,0.008567881761,0.001100123374,0.000119229808,1.7219254E-05,2.139256E-06,48,Delaware,South,15
0.011660362862,0.001655317511,0.000266501198,3.7271249E-05,5.912145E-06,1.017516E-06,2247,Georgia State,West,16
0.036985979671,0.004816873094,0.000629102344,6.3619333E-05,4.715565E-06,5.54969E-07,2450,Norfolk State,East,16
0.029355235598,0.003167897526,0.000431171626,2.9711682E-05,2.998293E-06,3.37024E-07,2239,Cal State Fullerton,West,15
